Matt Salmon,R - AZ,http://twitter.com/RepMattSalmon,Rep.Salmon@opencongress.org,202-225-2635,http://salmon.house.gov
David Schweikert,R - AZ,http://twitter.com/RepDavid,Rep.Schweikert@opencongress.org,202-225-2190,https://schweikert.house.gov
Kyrsten Sinema,D - AZ,http://twitter.com/RepSinema,Rep.Sinema@opencongress.org,202-225-9888,https://sinema.house.gov
John Boozman,R - AR,http://twitter.com/JohnBoozman,Sen.Boozman@opencongress.org,202-224-4843,https://www.boozman.senate.gov/public/index.cfm/home
Tom Cotton,R - AR,http://twitter.com/SenTomCotton,Sen.Cotton@opencongress.org,202-224-2353,https://www.cotton.senate.gov
Eric A. Crawford,R - AR,http://twitter.com/RepRickCrawford,Rep.Crawford@opencongress.org,202-225-4076,http://crawford.house.gov
French Hill,R - AR,http://twitter.com/RepFrenchHill,Rep.Hill@opencongress.org,202-225-2506,https://hill.house.gov
Bruce Westerman,R - AR,http://twitter.com/RepWesterman,Rep.Westerman@opencongress.org,202-225-3772,https://westerman.house.gov
Steve Womack,R - AR,http://twitter.com/Rep_SteveWomack,Rep.Womack@opencongress.org,202-225-4301,http://womack.house.gov
Barbara Boxer,D - CA,http://twitter.com/SenatorBoxer,Sen.Boxer@opencongress.org,202-224-3553,https://www.boxer.senate.gov
Dianne Feinstein,D - CA,http://twitter.com/SenFeinstein,Sen.Feinstein@opencongress.org,202-224-3841,http://www.feinstein.senate.gov
Pete Aguilar,D - CA,http://twitter.com/reppeteaguilar,Rep.Aguilar@opencongress.org,202-225-3201,https://aguilar.house.gov
Karen Bass,D - CA,http://twitter.com/RepKarenBass,Rep.Bass@opencongress.org,202-225-7084,https://bass.house.gov
Xavier Becerra,D - CA,http://twitter.com/RepBecerra,Rep.Becerra@opencongress.org,202-225-6235,https://becerra.house.gov
Ami Bera,D - CA,http://twitter.com/RepBera,Rep.Bera@opencongress.org,202-225-5716,http://bera.house.gov
Julia Brownley,D - CA,http://twitter.com/JuliaBrownley26,Rep.Juliabrownley@opencongress.org,202-225-5811,http://juliabrownley.house.gov
Ken S. Calvert,R - CA,http://twitter.com/KenCalvert,Rep.Calvert@opencongress.org,202-225-1986,http://calvert.house.gov
Lois Capps,D - CA,http://twitter.com/RepLoisCapps,Rep.Capps@opencongress.org,202-225-3601,http://capps.house.gov
Judy M. Chu,D - CA,http://twitter.com/RepJudyChu,Rep.Chu@opencongress.org,202-225-5464,https://chu.house.gov
Paul Cook,R - CA,http://twitter.com/RepPaulCook,Rep.Cook@opencongress.org,202-225-5861,http://cook.house.gov
Jim Costa,D - CA,http://twitter.com/RepJimCosta,Rep.Costa@opencongress.org,202-225-3341,https://costa.house.gov
Tony Cárdenas,D - CA,http://twitter.com/RepCardenas,Rep.Cardenas@opencongress.org,202-225-6131,https://cardenas.house.gov
Susan A. Davis,D - CA,http://twitter.com/RepSusanDavis,Rep.Susandavis@opencongress.org,202-225-2040,https://susandavis.house.gov
Mark DeSaulnier,D - CA,http://twitter.com/RepDeSaulnier,Rep.Desaulnier@opencongress.org,202-225-2095,https://desaulnier.house.gov
Jeff Denham,R - CA,http://twitter.com/RepJeffDenham,Rep.Denham@opencongress.org,202-225-4540,http://denham.house.gov
Anna G. Eshoo,D - CA,http://twitter.com/RepAnnaEshoo,Rep.Eshoo@opencongress.org,202-225-8104,http://eshoo.house.gov
Sam Farr,D - CA,http://twitter.com/RepSamFarr,Rep.Farr@opencongress.org,202-225-2861,http://farr.house.gov
John Garamendi,D - CA,http://twitter.com/RepGaramendi,Rep.Garamendi@opencongress.org,202-225-1880,http://garamendi.house.gov
Janice Hahn,D - CA,http://twitter.com/Rep_JaniceHahn,Rep.Hahn@opencongress.org,202-225-8220,http://hahn.house.gov
Michael M. Honda,D - CA,http://twitter.com/RepMikeHonda,Rep.Honda@opencongress.org,202-225-2631,https://honda.house.gov
Jared Huffman,D - CA,http://twitter.com/RepHuffman,Rep.Huffman@opencongress.org,202-225-5161,http://huffman.house.gov
Duncan D. Hunter,R - CA,http://twitter.com/Rep_Hunter,Rep.Hunter@opencongress.org,202-225-5672,https://hunter.house.gov
Darrell E. Issa,R - CA,http://twitter.com/DarrellIssa,Rep.Issa@opencongress.org,202-225-3906,https://issa.house.gov
Steve Knight,R - CA,http://twitter.com/SteveKnight25,Rep.Knight@opencongress.org,202-225-1956,https://knight.house.gov
Barbara Lee,D - CA,http://twitter.com/RepBarbaraLee,Rep.Lee@opencongress.org,202-225-2661,https://lee.house.gov
Ted Lieu,D - CA,http://twitter.com/RepTedLieu,Rep.Lieu@opencongress.org,202-225-3976,https://lieu.house.gov
Zoe Lofgren,D - CA,http://twitter.com/RepZoeLofgren,Rep.Lofgren@opencongress.org,202-225-3072,https://lofgren.house.gov
Alan S. Lowenthal,D - CA,http://twitter.com/RepLowenthal,Rep.Lowenthal@opencongress.org,202-225-7924,http://lowenthal.house.gov
Doris O. Matsui,D - CA,http://twitter.com/DorisMatsui,Rep.Matsui@opencongress.org,202-225-7163,https://matsui.house.gov
Kevin McCarthy,R - CA,http://twitter.com/GOPLeader,Rep.Kevinmccarthy@opencongress.org,202-225-2915,http://kevinmccarthy.house.gov
Tom McClintock,R - CA,http://twitter.com/RepMcClintock,Rep.Mcclintock@opencongress.org,202-225-2511,http://mcclintock.house.gov
Jerry McNerney,D - CA,http://twitter.com/RepMcNerney,Rep.Mcnerney@opencongress.org,202-225-1947,http://mcnerney.house.gov
Grace F. Napolitano,D - CA,http://twitter.com/GraceNapolitano,Rep.Napolitano@opencongress.org,202-225-5256,http://napolitano.house.gov
Nancy Pelosi,D - CA,http://twitter.com/NancyPelosi,Rep.Pelosi@opencongress.org,202-225-4965,http://pelosi.house.gov
Scott H. Peters,D - CA,http://twitter.com/RepScottPeters,Rep.Scottpeters@opencongress.org,202-225-0508,http://scottpeters.house.gov
Lucille Roybal-Allard,D - CA,http://twitter.com/RepRoybalAllard,Rep.Roybal-allard@opencongress.org,202-225-1766,http://roybal-allard.house.gov
Edward R. Royce,R - CA,http://twitter.com/RepEdRoyce,Rep.Royce@opencongress.org,202-225-4111,http://royce.house.gov
Loretta B. Sanchez,D - CA,http://twitter.com/LorettaSanchez,Rep.Lorettasanchez@opencongress.org,202-225-2965,http://lorettasanchez.house.gov
Adam B. Schiff,D - CA,http://twitter.com/RepAdamSchiff,Rep.Schiff@opencongress.org,202-225-4176,http://schiff.house.gov
Brad J. Sherman,D - CA,http://twitter.com/BradSherman,Rep.Sherman@opencongress.org,202-225-5911,http://sherman.house.gov
Jackie Speier,D - CA,http://twitter.com/RepSpeier,Rep.Speier@opencongress.org,202-225-3531,https://speier.house.gov
Eric Swalwell,D - CA,http://twitter.com/RepSwalwell,Rep.Swalwell@opencongress.org,202-225-5065,https://swalwell.house.gov
Linda T. Sánchez,D - CA,http://twitter.com/RepLindaSanchez,Rep.Lindasanchez@opencongress.org,202-225-6676,https://lindasanchez.house.gov
Mark Takano,D - CA,http://twitter.com/RepMarkTakano,Rep.Takano@opencongress.org,202-225-2305,https://takano.house.gov
Mike Michael Thompson,D - CA,http://twitter.com/RepThompson,Rep.Mikethompson@opencongress.org,202-225-3311,http://mikethompson.house.gov
Norma Torres,D - CA,http://twitter.com/NormaJTorres,Rep.Torres@opencongress.org,202-225-6161,https://torres.house.gov
David G. Valadao,R - CA,http://twitter.com/RepDavidValadao,Rep.Valadao@opencongress.org,202-225-4695,http://valadao.house.gov
Juan Vargas,D - CA,http://twitter.com/RepJuanVargas,Rep.Vargas@opencongress.org,202-225-8045,http://vargas.house.gov
Mimi Walters,R - CA,http://twitter.com/RepMimiWalters,Rep.Walters@opencongress.org,202-225-5611,https://walters.house.gov
Maxine Waters,D - CA,http://twitter.com/MaxineWaters,Rep.Waters@opencongress.org,202-225-2201,https://waters.house.gov
Michael F. Bennet,D - CO,http://twitter.com/SenBennetCo,Sen.Bennet@opencongress.org,202-224-5852,https://www.bennet.senate.gov
Cory Gardner,R - CO,http://twitter.com/SenCoryGardner,Sen.Gardner@opencongress.org,202-224-5941,https://www.gardner.senate.gov
Ken Buck,R - CO,http://twitter.com/RepKenBuck,Rep.Buck@opencongress.org,202-225-4676,https://buck.house.gov
Mike Coffman,R - CO,http://twitter.com/RepMikeCoffman,Rep.Coffman@opencongress.org,202-225-7882,http://coffman.house.gov
Diana L. DeGette,D - CO,http://twitter.com/RepDianaDeGette,Rep.Degette@opencongress.org,202-225-4431,http://degette.house.gov
Doug Lamborn,R - CO,http://twitter.com/RepDLamborn,Rep.Lamborn@opencongress.org,202-225-4422,http://lamborn.house.gov
Ed Perlmutter,D - CO,http://twitter.com/RepPerlmutter,Rep.Perlmutter@opencongress.org,202-225-2645,https://perlmutter.house.gov
Jared Polis,D - CO,http://twitter.com/JaredPolis,Rep.Polis@opencongress.org,202-225-2161,http://polis.house.gov
Scott R. Tipton,R - CO,http://twitter.com/RepTipton,Rep.Tipton@opencongress.org,202-225-4761,http://tipton.house.gov
Richard Blumenthal,D - CT,http://twitter.com/SenBlumenthal,Sen.Blumenthal@opencongress.org,202-224-2823,https://www.blumenthal.senate.gov
Christopher S. Murphy,D - CT,http://twitter.com/ChrisMurphyCT,Sen.Murphy@opencongress.org,202-224-4041,https://www.murphy.senate.gov
Joe Courtney,D - CT,http://twitter.com/RepJoeCourtney,Rep.Courtney@opencongress.org,202-225-2076,https://courtney.house.gov
Rosa L. DeLauro,D - CT,http://twitter.com/RosaDeLauro,Rep.Delauro@opencongress.org,202-225-3661,https://delauro.house.gov
Elizabeth H. Esty,D - CT,http://twitter.com/RepEsty,Rep.Esty@opencongress.org,202-225-4476,https://esty.house.gov
James A. Himes,D - CT,http://twitter.com/JAHimes,Rep.Himes@opencongress.org,202-225-5541,https://himes.house.gov
John B. Larson,D - CT,http://twitter.com/RepJohnLarson,Rep.Larson@opencongress.org,202-225-2265,https://larson.house.gov
Thomas Richard Carper,D - DE,http://twitter.com/SenatorCarper,Sen.Carper@opencongress.org,202-224-2441,http://www.carper.senate.gov/public
Chris Andrew Coons,D - DE,http://twitter.com/SenCoonsOffice,Sen.Coons@opencongress.org,202-224-5042,https://www.coons.senate.gov
John C. Carney,D - DE,http://twitter.com/JohnCarneyde,Rep.Johncarney@opencongress.org,202-225-4165,http://johncarney.house.gov
Eleanor Holmes Norton,D - DC,http://twitter.com/EleanorNorton,Rep.Norton@opencongress.org,202-225-8050,https://norton.house.gov
Bill Nelson,D - FL,http://twitter.com/SenBillNelson,Sen.Billnelson@opencongress.org,202-224-5274,https://www.billnelson.senate.gov
Marco Rubio,R - FL,http://twitter.com/SenRubioPress,Sen.Rubio@opencongress.org,202-224-3041,http://www.rubio.senate.gov
Gus M. Bilirakis,R - FL,http://twitter.com/RepGusBilirakis,Rep.Bilirakis@opencongress.org,202-225-5755,https://bilirakis.house.gov
Corrine Brown,D - FL,http://twitter.com/RepCorrineBrown,Rep.Corrinebrown@opencongress.org,202-225-0123,https://corrinebrown.house.gov
Vern Buchanan,R - FL,http://twitter.com/VernBuchanan,Rep.Buchanan@opencongress.org,202-225-5015,https://buchanan.house.gov
Kathy Castor,D - FL,http://twitter.com/USRepKCastor,Rep.Castor@opencongress.org,202-225-3376,http://castor.house.gov
Curtis Clawson,R - FL,http://twitter.com/RepCurtClawson,Rep.Clawson@opencongress.org,202-225-2536,http://clawson.house.gov
Ander Crenshaw,R - FL,http://twitter.com/AnderCrenshaw,Rep.Crenshaw@opencongress.org,202-225-2501,https://crenshaw.house.gov
Carlos Curbelo,R - FL,http://twitter.com/RepCurbelo,Rep.Curbelo@opencongress.org,202-225-2778,http://curbelo.house.gov
Ron DeSantis,R - FL,http://twitter.com/RepDeSantis,Rep.Desantis@opencongress.org,202-225-2706,http://desantis.house.gov
Theodore E. Deutch,D - FL,http://twitter.com/RepTedDeutch,Rep.Teddeutch@opencongress.org,202-225-3001,http://teddeutch.house.gov
Mario Diaz-Balart,R - FL,http://twitter.com/MarioDB,Rep.Mariodiazbalart@opencongress.org,202-225-4211,http://mariodiazbalart.house.gov
Lois Frankel,D - FL,http://twitter.com/RepLoisFrankel,Rep.Frankel@opencongress.org,202-225-9890,http://frankel.house.gov
Gwen Graham,D - FL,http://twitter.com/RepGwenGraham,Rep.Graham@opencongress.org,202-225-5235,https://graham.house.gov
Alcee L. Hastings,D - FL,http://twitter.com/RepHastingsFL,Rep.Alceehastings@opencongress.org,202-225-1313,http://alceehastings.house.gov
David W. Jolly,R - FL,http://twitter.com/USRepDavidJolly,Rep.Jolly@opencongress.org,202-225-5961,http://jolly.house.gov
Patrick Murphy,D - FL,http://twitter.com/RepMurphyFL,Rep.Patrickmurphy@opencongress.org,202-225-3026,http://patrickmurphy.house.gov
Richard B. Nugent,R - FL,http://twitter.com/RepRichNugent,Rep.Nugent@opencongress.org,202-225-1002,https://nugent.house.gov
Bill Posey,R - FL,http://twitter.com/CongBillPosey,Rep.Posey@opencongress.org,202-225-3671,http://posey.house.gov
Thomas J. Rooney,R - FL,http://twitter.com/TomRooney,Rep.Rooney@opencongress.org,202-225-5792,https://rooney.house.gov
Ileana Ros-Lehtinen,R - FL,http://twitter.com/RosLehtinen,Rep.Ros-lehtinen@opencongress.org,202-225-3931,http://ros-lehtinen.house.gov
Dennis A. Ross,R - FL,http://twitter.com/RepDennisRoss,Rep.Dennisross@opencongress.org,202-225-1252,http://dennisross.house.gov
Debbie Wasserman Schultz,D - FL,http://twitter.com/RepDWStweets,Rep.Wassermanschultz@opencongress.org,202-225-7931,https://wassermanschultz.house.gov
Daniel Webster,R - FL,http://twitter.com/RepWebster,Rep.Webster@opencongress.org,202-225-1002,http://webster.house.gov
Frederica S. Wilson,D - FL,http://twitter.com/RepWilson,Rep.Wilson@opencongress.org,202-225-4506,https://wilson.house.gov
Ted S. Yoho,R - FL,http://twitter.com/RepTedYoho,Rep.Yoho@opencongress.org,202-225-5744,http://yoho.house.gov
John H. Isakson,R - GA,http://twitter.com/SenatorIsakson,Sen.Isakson@opencongress.org,202-224-3643,http://www.isakson.senate.gov
David Perdue,R - GA,http://twitter.com/sendavidperdue,Sen.Perdue@opencongress.org,202-224-3521,http://www.perdue.senate.gov
Rick Allen,R - GA,http://twitter.com/reprickallen,Rep.Allen@opencongress.org,202-225-2823,http://allen.house.gov
Sanford D. Bishop,D - GA,http://twitter.com/SanfordBishop,Rep.Bishop@opencongress.org,202-225-3631,http://bishop.house.gov
Buddy Carter,R - GA,http://twitter.com/RepBuddyCarter,Rep.Buddycarter@opencongress.org,202-225-5831,http://buddycarter.house.gov
Doug Collins,R - GA,http://twitter.com/RepDougCollins,Rep.Dougcollins@opencongress.org,202-225-9893,https://dougcollins.house.gov
Tom Graves,R - GA,http://twitter.com/RepTomGraves,Rep.Tomgraves@opencongress.org,202-225-5211,http://tomgraves.house.gov
Jody Hice,R - GA,http://twitter.com/congressmanhice,Rep.Hice@opencongress.org,202-225-4101,https://hice.house.gov
Henry C. Johnson,D - GA,http://twitter.com/RepHankJohnson,Rep.Hankjohnson@opencongress.org,202-225-1605,https://hankjohnson.house.gov
John R. Lewis,D - GA,http://twitter.com/RepJohnLewis,Rep.Johnlewis@opencongress.org,202-225-3801,https://johnlewis.house.gov
Barry Loudermilk,R - GA,http://twitter.com/RepLoudermilk,Rep.Loudermilk@opencongress.org,202-225-2931,http://loudermilk.house.gov
Tom Price,R - GA,http://twitter.com/RepTomPrice,Rep.Tomprice@opencongress.org,202-225-4501,https://tomprice.house.gov
David Scott,D - GA,http://twitter.com/RepDavidScott,Rep.Davidscott@opencongress.org,202-225-2939,http://davidscott.house.gov
Austin Scott,R - GA,http://twitter.com/AustinScottGA08,Rep.Austinscott@opencongress.org,202-225-6531,https://austinscott.house.gov
Lynn A. Westmoreland,R - GA,http://twitter.com/RepWestmoreland,Rep.Westmoreland@opencongress.org,202-225-5901,http://westmoreland.house.gov
Rob Woodall,R - GA,http://twitter.com/RepRobWoodall,Rep.Woodall@opencongress.org,202-225-4272,https://woodall.house.gov
Mazie K. Hirono,D - HI,http://twitter.com/MazieHirono,Sen.Hirono@opencongress.org,202-224-6361,https://www.hirono.senate.gov
Brian Emanuel Schatz,D - HI,http://twitter.com/SenBrianSchatz,Sen.Schatz@opencongress.org,202-224-3934,http://www.schatz.senate.gov
Tulsi Gabbard,D - HI,http://twitter.com/TulsiPress,Rep.Gabbard@opencongress.org,202-225-4906,https://gabbard.house.gov
Mark Takai,D - HI,http://twitter.com/RepMarkTakai,Rep.Takai@opencongress.org,202-225-2726,https://takai.house.gov
Michael D. Crapo,R - ID,http://twitter.com/MikeCrapo,Sen.Crapo@opencongress.org,202-224-6142,http://www.crapo.senate.gov
James Risch,R - ID,http://twitter.com/SenatorRisch,Sen.Risch@opencongress.org,202-224-2752,http://www.risch.senate.gov
Raúl R. Labrador,R - ID,http://twitter.com/Raul_Labrador,Rep.Labrador@opencongress.org,202-225-6611,https://labrador.house.gov
Michael K. Simpson,R - ID,http://twitter.com/CongMikeSimpson,Rep.Simpson@opencongress.org,202-225-5531,http://simpson.house.gov
Tammy Duckworth,D - IL,http://twitter.com/SenDuckworth,N/A,202-224-2854,https://www.duckworth.senate.gov
Richard J. Durbin,D - IL,http://twitter.com/SenatorDurbin,Sen.Durbin@opencongress.org,202-224-2152,http://www.durbin.senate.gov
Mark Steven Kirk,R - IL,http://twitter.com/SenatorKirk,Sen.Kirk@opencongress.org,202-224-2854,https://www.kirk.senate.gov
Cheri Bustos,D - IL,http://twitter.com/RepCheri,Rep.Bustos@opencongress.org,202-225-5905,https://bustos.house.gov
Rodney Davis,R - IL,http://twitter.com/RodneyDavis,Rep.Rodneydavis@opencongress.org,202-225-2371,http://rodneydavis.house.gov
Bob Dold,R - IL,http://twitter.com/RepDold,Rep.Dold@opencongress.org,202-225-4835,https://dold.house.gov
Bill Foster,D - IL,http://twitter.com/RepBillFoster,Rep.Foster@opencongress.org,202-225-3515,http://foster.house.gov
Randy Hultgren,R - IL,http://twitter.com/RepHultgren,Rep.Hultgren@opencongress.org,202-225-2976,http://hultgren.house.gov
Robin Kelly,D - IL,http://twitter.com/RepRobinKelly,Rep.Robinkelly@opencongress.org,202-225-0773,https://robinkelly.house.gov
Adam Kinzinger,R - IL,http://twitter.com/RepKinzinger,Rep.Kinzinger@opencongress.org,202-225-3635,http://kinzinger.house.gov
Darin LaHood,R - IL,http://twitter.com/RepLaHood,Rep.Lahood@opencongress.org,202-225-6201,https://lahood.house.gov
Daniel William Lipinski,D - IL,http://twitter.com/RepLipinski,Rep.Lipinski@opencongress.org,202-225-5701,https://lipinski.house.gov
Mike Quigley,D - IL,http://twitter.com/RepMikeQuigley,Rep.Quigley@opencongress.org,202-225-4061,https://quigley.house.gov
Peter J. Roskam,R - IL,http://twitter.com/PeterRoskam,Rep.Roskam@opencongress.org,202-225-4561,https://roskam.house.gov
Bobby L. Rush,D - IL,http://twitter.com/RepBobbyRush,Rep.Rush@opencongress.org,202-225-4372,http://rush.house.gov
Janice D. Schakowsky,D - IL,http://twitter.com/JanSchakowsky,Rep.Schakowsky@opencongress.org,202-225-2111,https://schakowsky.house.gov
John M. Shimkus,R - IL,http://twitter.com/RepShimkus,Rep.Shimkus@opencongress.org,202-225-5271,https://shimkus.house.gov
Daniel Ray Coats,R - IN,http://twitter.com/SenDanCoats,Sen.Coats@opencongress.org,202-224-5623,http://www.coats.senate.gov
Joe Donnelly,D - IN,http://twitter.com/SenDonnelly,Sen.Donnelly@opencongress.org,202-224-4814,http://www.donnelly.senate.gov
Todd C. Young,R - IN,http://twitter.com/RepToddYoung,N/A,202-224-5623,https://www.young.senate.gov
Susan W. Brooks,R - IN,http://twitter.com/SusanWBrooks,Rep.Susanwbrooks@opencongress.org,202-225-2276,http://susanwbrooks.house.gov
Larry Bucshon,R - IN,http://twitter.com/RepLarryBucshon,Rep.Bucshon@opencongress.org,202-225-4636,https://bucshon.house.gov
André Carson,D - IN,http://twitter.com/RepAndreCarson,Rep.Carson@opencongress.org,202-225-4011,http://carson.house.gov
Luke Messer,R - IN,http://twitter.com/RepLukeMesser,Rep.Messer@opencongress.org,202-225-3021,https://messer.house.gov
Todd Rokita,R - IN,http://twitter.com/ToddRokita,Rep.Rokita@opencongress.org,202-225-5037,http://rokita.house.gov
Marlin A. Stutzman,R - IN,http://twitter.com/RepStutzman,Rep.Stutzman@opencongress.org,202-225-4436,http://stutzman.house.gov
Peter J. Visclosky,D - IN,http://twitter.com/RepVisclosky,Rep.Visclosky@opencongress.org,202-225-2461,https://visclosky.house.gov
Jackie Walorski,R - IN,http://twitter.com/RepWalorski,Rep.Walorski@opencongress.org,202-225-3915,http://walorski.house.gov
Joni Ernst,R - IA,http://twitter.com/SenJoniErnst,Sen.Ernst@opencongress.org,202-224-3254,http://www.ernst.senate.gov/public
Charles E. Grassley,R - IA,http://twitter.com/ChuckGrassley,Sen.Grassley@opencongress.org,202-224-3744,http://www.grassley.senate.gov
Rod Blum,R - IA,http://twitter.com/RepRodBlum,Rep.Blum@opencongress.org,202-225-2911,https://blum.house.gov
Steve A. King,R - IA,http://twitter.com/SteveKingIA,Rep.Steveking@opencongress.org,202-225-4426,https://steveking.house.gov
David Loebsack,D - IA,http://twitter.com/DaveLoebsack,Rep.Loebsack@opencongress.org,202-225-6576,http://loebsack.house.gov
David Young,R - IA,http://twitter.com/RepDavidYoung,Rep.Davidyoung@opencongress.org,202-225-5476,https://davidyoung.house.gov
Jerry Moran,R - KS,http://twitter.com/JerryMoran,Sen.Moran@opencongress.org,202-224-6521,http://www.moran.senate.gov
Pat Roberts,R - KS,http://twitter.com/SenPatRoberts,Sen.Roberts@opencongress.org,202-224-4774,http://www.roberts.senate.gov
Tim Huelskamp,R - KS,http://twitter.com/CongHuelskamp,Rep.Huelskamp@opencongress.org,202-225-2715,http://huelskamp.house.gov
Lynn Jenkins,R - KS,http://twitter.com/RepLynnJenkins,Rep.Lynnjenkins@opencongress.org,202-225-6601,https://lynnjenkins.house.gov
Mike Pompeo,R - KS,http://twitter.com/RepMikePompeo,Rep.Pompeo@opencongress.org,202-225-6216,http://pompeo.house.gov
Kevin Yoder,R - KS,http://twitter.com/RepKevinYoder,Rep.Yoder@opencongress.org,202-225-2865,http://yoder.house.gov
Mitch McConnell,R - KY,http://twitter.com/McConnellPress,Sen.Mcconnell@opencongress.org,202-224-2541,http://www.mcconnell.senate.gov
Garland Barr,R - KY,http://twitter.com/RepAndyBarr,Rep.Barr@opencongress.org,202-225-4706,https://barr.house.gov
Brett Guthrie,R - KY,http://twitter.com/RepGuthrie,Rep.Guthrie@opencongress.org,202-225-3501,https://guthrie.house.gov
Thomas Massie,R - KY,http://twitter.com/RepThomasMassie,Rep.Massie@opencongress.org,202-225-3465,https://massie.house.gov
Harold Rogers,R - KY,http://twitter.com/RepHalRogers,Rep.Halrogers@opencongress.org,202-225-4601,http://halrogers.house.gov
Ed Whitfield,R - KY,http://twitter.com/RepEdWhitfield,Rep.Whitfield@opencongress.org,202-225-3115,http://whitfield.house.gov
John A. Yarmuth,D - KY,http://twitter.com/RepJohnYarmuth,Rep.Yarmuth@opencongress.org,202-225-5401,https://yarmuth.house.gov
Ralph Abraham,R - LA,http://twitter.com/RepAbraham,Rep.Abraham@opencongress.org,202-225-8490,https://abraham.house.gov
Charles W. Boustany,R - LA,http://twitter.com/RepBoustany,Rep.Boustany@opencongress.org,202-225-2031,http://boustany.house.gov
John Fleming,R - LA,http://twitter.com/RepFleming,Rep.Fleming@opencongress.org,202-225-2777,http://fleming.house.gov
Garret Graves,R - LA,http://twitter.com/RepGarretGraves,Rep.Garretgraves@opencongress.org,202-225-3901,https://garretgraves.house.gov
Cedric L. Richmond,D - LA,http://twitter.com/RepRichmond,Rep.Richmond@opencongress.org,202-225-6636,https://richmond.house.gov
Steve Joseph Scalise,R - LA,http://twitter.com/SteveScalise,Rep.Scalise@opencongress.org,202-225-3015,http://scalise.house.gov
Susan M. Collins,R - ME,http://twitter.com/SenatorCollins,Sen.Collins@opencongress.org,202-224-2523,https://www.collins.senate.gov
Angus King,I - ME,http://twitter.com/SenAngusKing,Sen.King@opencongress.org,202-224-5344,http://www.king.senate.gov
Chellie Pingree,D - ME,http://twitter.com/ChelliePingree,Rep.Pingree@opencongress.org,202-225-6116,https://pingree.house.gov
Bruce Poliquin,R - ME,http://twitter.com/RepPoliquin,Rep.Poliquin@opencongress.org,202-225-6306,https://poliquin.house.gov
Benjamin L. Cardin,D - MD,http://twitter.com/SenatorCardin,Sen.Cardin@opencongress.org,202-224-4524,https://www.cardin.senate.gov
Barbara A. Mikulski,D - MD,http://twitter.com/SenatorBarb,Sen.Mikulski@opencongress.org,202-224-4654,https://www.mikulski.senate.gov
Chris Van Hollen,D - MD,http://twitter.com/ChrisVanHollen,Sen.Vanhollen@opencongress.org,202-224-4654,https://www.vanhollen.senate.gov
Elijah E. Cummings,D - MD,http://twitter.com/RepCummings,Rep.Cummings@opencongress.org,202-225-4741,https://cummings.house.gov
John K. Delaney,D - MD,http://twitter.com/RepJohnDelaney,Rep.Delaney@opencongress.org,202-225-2721,http://delaney.house.gov
